頻道,日期,影片ID,標題,影片長度,觀看人數,網址
ctitv,20190219,OOpVTs9HnOA,"韓國瑜遭酸「喝醉土包子」 王世堅怒嗆黃重諺",105,15128,https://youtu.be/OOpVTs9HnOA
ctitv,20190219,-UOarV8Xe84,韓流夯！《冰冰秀》沈玉琳、白冰冰同為高雄代言人,111,25986,https://youtu.be/-UOarV8Xe84
ctitv,20190219,3okcCaEk_Wk,"卡韓、卡盧有跡可循？ 蔡：藍執政彰化捷運就沒了",92,8481,https://youtu.be/3okcCaEk_Wk
ctitv,20190219,-dDS5IOnigE,韓推愛情產業鏈發威！　363對新人2/14登記創新高,93,24786,https://youtu.be/-dDS5IOnigE
ctitv,20190219,HDv8aGHhrPM,韓轟中央卡建設！　議員批傷害高雄人的心,108,8170,https://youtu.be/HDv8aGHhrPM
ctitv,20190219,E33IHNZURGw,"金銀河夜市倒數2天 人氣超旺、攤商搶錢潮",87,34887,https://youtu.be/E33IHNZURGw
ctitv,20190219,gC5zw0WEHTE,不滿被叭？　離譜翁竟衝上公車「鎖喉」司機,101,859,https://youtu.be/gC5zw0WEHTE
ctitv,20190219,vX3A_rlY9dI,又是酒駕害命！三翁晨運遇死劫　兩死一重傷,61,871,https://youtu.be/vX3A_rlY9dI
ctitv,20190219,ps0TY89SlHw,女兒接送鬧上警局　東京著衣創辦人與前夫再開嗆,116,3183,https://youtu.be/ps0TY89SlHw
ctitv,20190219,A2H-ybhtqDE,凱蒂佩芮新曲巧撞他！　王力宏：被模仿是最高稱讚,98,767,https://youtu.be/A2H-ybhtqDE
ctitv,20190219,OOd14KKx2QM,蛋荒衝擊台鐵便當　一度「滷蛋換2魚蛋」,109,993,https://youtu.be/OOd14KKx2QM
ctitv,20190219,1ZCs28f0VDI,澎縣長率團訪廈　爭取花火節前麗星郵輪復航,98,2095,https://youtu.be/1ZCs28f0VDI
ctitv,20190219,WMd0qh3gCb8,六萬人吃飯擔！　全村兩百戶　透早忙碌備料,72,21123,https://youtu.be/WMd0qh3gCb8
ctitv,20190219,lVbygdAKmaw,打造北韓烏托邦　金正恩冒雪視察三池淵,94,1350,https://youtu.be/lVbygdAKmaw
ctitv,20190219,T53btViNS20,紫禁城首開元宵夜場　黃牛票飆破4.5萬台幣,97,1792,https://youtu.be/T53btViNS20
ctitv,20190219,fgRjMNFryiI,屏東旗魚黑輪彈牙鮮美　「手上工夫」飄香秘訣,165,3146,https://youtu.be/fgRjMNFryiI
ctitv,20190219,lMorru3OGp8,午睡時獼猴闖屋　好痛！　屋主頭皮遭咬「撕裂傷3公分」,85,430,https://youtu.be/lMorru3OGp8
ctitv,20190219,GmV7XeGsQOs,韓盧交通政策遭退　中央挨批「卡韓卡盧」,68,15909,https://youtu.be/GmV7XeGsQOs
ctitv,20190219,jsEt8ZfX-Ng,黃重諺批喝醉土包子　韓反擊狗嘴吐不出象牙,123,19916,https://youtu.be/jsEt8ZfX-Ng
ctitv,20190219,wkB5MOjR2f0,韓國瑜轟中央卡建設　蘇揆酸「喝醉直播胡說」,104,28864,https://youtu.be/wkB5MOjR2f0
ctitv,20190219,UoFLrXrjOPs,新婚爸遭客運撞死　友怨公司不理　怒撒冥紙,64,733,https://youtu.be/UoFLrXrjOPs
ctitv,20190219,sdvpn87vs0Q,韓國瑜夜宿漁村　韓粉守候到深夜11點不肯走,100,10107,https://youtu.be/sdvpn87vs0Q
ctitv,20190219,NmBY58rVvVM,拚了！韓國瑜第三站「夜宿漁村」　只睡3小時,105,63540,https://youtu.be/NmBY58rVvVM
ctitv,20190219,vm3aAV8rpPQ,醉漢開車遇臨檢　車內竟有「大冠鷲」,78,728,https://youtu.be/vm3aAV8rpPQ
ctitv,20190219,X7ENNWvvdB0,羅志祥宣布退出成立12年潮牌　粉絲爆內幕,111,6770,https://youtu.be/X7ENNWvvdB0
ctitv,20190219,5YSfBSaJRpM,四川銅梁火龍表演　吸引民眾架梯子、爬樹錄影,67,468,https://youtu.be/5YSfBSaJRpM
ctitv,20190219,MUOqwA-Pz6w,豬肉漲增成本　名店鹹湯圓最高漲10元,74,657,https://youtu.be/MUOqwA-Pz6w
ctitv,20190219,JUX-Bi2qhp0,摩洛哥女街頭暴走　暖警借打越洋電話解鄉愁,93,1864,https://youtu.be/JUX-Bi2qhp0
ctitv,20190219,1ODz15KlfUI,一連講話15.5小時　韓國瑜一開口「燒聲」,93,20854,https://youtu.be/1ODz15KlfUI
ctitv,20190219,Ex4WYph1dv8,兩樣情！高雄燈會人潮爆滿　北燈節遭怨燈區零散,100,33523,https://youtu.be/Ex4WYph1dv8
ctitv,20190219,PpAkdcnD040,國三生搭火車環島失蹤　警循「悠遊卡紀錄」找到,70,330,https://youtu.be/PpAkdcnD040
ctitv,20190219,7aA28nO5tR4,「石」在驚險！　20cm落石砸車　翁逃死劫,80,355,https://youtu.be/7aA28nO5tR4
ctitv,20190219,aNxiXwrZ1SM,提振海岸觀光！　韓國瑜：光賣咖啡不夠,104,57032,https://youtu.be/aNxiXwrZ1SM
ctitv,20190219,VIp7m5f-61s,6旬晨運婦遭車衝撞　飛幾十公尺斷腿慘死,93,488,https://youtu.be/VIp7m5f-61s
ctitv,20190219,qB06fZ5yRSs,鹽水蜂炮爆衝突　民眾拿安全帽互K,67,862,https://youtu.be/qB06fZ5yRSs
ctitv,20190219,KSnQdn5kLyc,網路糾紛　談判遇伏落跑！機車遭信號彈燒毀,81,268,https://youtu.be/KSnQdn5kLyc
ctitv,20190219,fmQ8Mdx9aQM,仇中築高牆！　兩岸簽和平協議　陸委會要雙公投,97,10062,https://youtu.be/fmQ8Mdx9aQM
ctitv,20190219,KxYaXyMzGvI,命大！　電動車遭撞捲貨車底　騎士翻滾僅輕傷,75,182,https://youtu.be/KxYaXyMzGvI
ctitv,20190219,cnoox09Emk8,打蔡收割？！　鄭文燦轟年改「失敗溝通、布局不細緻」,89,8085,https://youtu.be/cnoox09Emk8
ctitv,20190219,-NMPL7pfEGc,北港燈會慶元宵！　朝天宮盛大啟燈,83,1626,https://youtu.be/-NMPL7pfEGc
ctitv,20190219,Dzfm7xTGLm4,遭影射不雅影片女主角　正妹警怒提告,94,3219,https://youtu.be/Dzfm7xTGLm4
ctitv,20190219,GWfzkRd0j9c,全台雞蛋大缺貨　超商茶葉蛋「暫停售」恐喊漲,70,641,https://youtu.be/GWfzkRd0j9c
ctitv,20190219,AxqrduZmHCM,夜宿漁會僅睡3小時　韓國瑜視察漁市交易,113,45026,https://youtu.be/AxqrduZmHCM
ctitv,20190219,I1HzdkpU8YY,昔負責台塑的海運公司　老船長闖伊斯蘭國度做「這事」,171,1665,https://youtu.be/I1HzdkpU8YY
ctitv,20190219,dqpgsSsPcpg,夜宿漁會僅睡3小時　韓國瑜視察漁市交易,96,54908,https://youtu.be/dqpgsSsPcpg
ctitv,20190219,svO66niBLBw,女老師上課途中突消失　家屬急PO網協尋找人,66,2328,https://youtu.be/svO66niBLBw
ctitv,20190219,VzX85yQpY9Q,新北「豬福滿滿」　祈福燈會點燈啟動,70,1767,https://youtu.be/VzX85yQpY9Q
ctitv,20190219,v6ZXWxlAkKI,驚恐一瞬！與轎車擦撞失控　砂石車衝撞民宅,79,227,https://youtu.be/v6ZXWxlAkKI
ctitv,20190219,A9iSDWXSq48,上任第三次夜宿...韓國瑜住漁會　聽漁民心聲,80,16213,https://youtu.be/A9iSDWXSq48
ctitv,20190219,eao-A9ERnjA,見過這樣的選舉場？人擠到龍介仙先跑去買「保險」,105,21982,https://youtu.be/eao-A9ERnjA
ctitv,20190219,m2W_ZN79QJk,【氣象】元宵賞燈好天氣　週末北部、東半部變天,231,605,https://youtu.be/m2W_ZN79QJk
ctitv,20190219,P4JVjaZxU4M,韓流興起怎麼看...柯文哲：像「SARS」前所未見,103,2166,https://youtu.be/P4JVjaZxU4M
ctitv,20190219,8VnywDUGkO4,「怎麼有人在那」　男墜樓亡　腿卡高樓露臺,71,1142,https://youtu.be/8VnywDUGkO4
ctitv,20190219,8SjL_5JaJLM,韓國瑜夜宿漁村　韓粉深夜守候不肯走,81,70622,https://youtu.be/8SjL_5JaJLM
ctitv,20190219,mzmmH-DP-IU,"鹽水蜂炮20萬人朝聖  求越炸越旺5人傷",95,1196,https://youtu.be/mzmmH-DP-IU
ctitv,20190218,TPNmxTZRs9k,【氣象】東北風減弱　白天氣溫升　日夜溫差大,140,758,https://youtu.be/TPNmxTZRs9k
ctitv,20190218,MwCvukTpWWA,賣場組「拖把摩天輪」　仿「韓流」銷售增三倍,95,32646,https://youtu.be/MwCvukTpWWA
ctitv,20190218,1ug9Osjohq4,前瞻被卡？　韓國瑜怒嗆中央「什麼意思」,150,31121,https://youtu.be/1ug9Osjohq4
ctitv,20190218,P29yk7YBqT4,彌陀養殖佔600公頃　年產800萬斤虱目魚量驚人,92,18741,https://youtu.be/P29yk7YBqT4
ctitv,20190218,kJZj8UQ2U_U,韓粉齊聚彌陀漁會廣場　享用魚粥等韓市長,108,70945,https://youtu.be/kJZj8UQ2U_U
ctitv,20190218,lZAxPrFr3pE,孩子何辜！　父鬧失蹤想不開　臉書PO文早有警訊,112,1292,https://youtu.be/lZAxPrFr3pE
ctitv,20190218,gniacsOajMA,安全座椅　幼童車禍中一線生機　專家教你擺,88,543,https://youtu.be/gniacsOajMA
ctitv,20190218,_nvKKjWmauk,萬人支持！　謝龍介還原禿子漢子燕子合體爆場實況,116,5498,https://youtu.be/_nvKKjWmauk
ctitv,20190218,1SYomcIe75U,傳國稅局將查攤商稅　韓國瑜：有甚麼意義,99,47413,https://youtu.be/1SYomcIe75U
ctitv,20190218,8IiEnYtCMMo,選總統？　神明才送「雍正」對聯　韓自比「朱元璋」,84,4649,https://youtu.be/8IiEnYtCMMo
ctitv,20190218,7OuZa8kSKII,民俗專家：大吉現天　侯盧韓齊聚天顯「鳳凰雲」？！,101,33228,https://youtu.be/7OuZa8kSKII
ctitv,20190218,CP20VuF3d28,命理師高雄街頭民調　雙子座最支持韓選總統,82,16759,https://youtu.be/CP20VuF3d28
ctitv,20190218,3CAfYgh9FKI,韓國瑜夜宿漁會　房間明亮、彈簧床Q彈好睡,101,7336,https://youtu.be/3CAfYgh9FKI
ctitv,20190218,Aa8-_TACsy4,忍重工業空汙撐經濟！　韓：台灣人欠高雄人,116,5951,https://youtu.be/Aa8-_TACsy4
ctitv,20190218,4ikvN-h_mMk,遭柯酸「博版面小丑」　王世堅嗆：裝白癡市長,100,3400,https://youtu.be/4ikvN-h_mMk
ctitv,20190218,k_VeDbpdlmc,前瞻被要求重寫！　韓嗆：不該換政黨就卡高雄,86,5249,https://youtu.be/k_VeDbpdlmc
ctitv,20190218,cPseOkWlP5Q,韓國瑜行程全取消！　韓冰代打上陣,111,51308,https://youtu.be/cPseOkWlP5Q
ctitv,20190218,_GC0j1OxeSE,取消4個發紅包行程　韓國瑜：健康消耗量大,110,5369,https://youtu.be/_GC0j1OxeSE
ctitv,20190218,sXV6CEFnKkc,春節追劇榜！古裝劇「皓鑭傳」登冠　流量逼500萬,71,903,https://youtu.be/sXV6CEFnKkc
ctitv,20190218,fRecSNSbjZM,性侵女大生致墜樓亡　惡狼竟造假車禍避責,91,1618,https://youtu.be/fRecSNSbjZM
ctitv,20190218,EjvTMibYsVU,獨！突改行程見外媒　韓國瑜星馬行程微調定案,105,93789,https://youtu.be/EjvTMibYsVU
ctitv,20190218,NgOA0rGRfIo,談判離婚！夫綁妻迷昏兒女　「加工自殺」四口亡,119,1334,https://youtu.be/NgOA0rGRfIo
ctitv,20190218,Bt3dWqlF1t8,「千面人」出沒？　詭婦闖自助餐倒「不明液體」,93,548,https://youtu.be/Bt3dWqlF1t8
ctitv,20190218,2cyChgdTW3U,超車車禍波及無辜　1歲半男童頸椎重傷不治,94,2959,https://youtu.be/2cyChgdTW3U
ctitv,20190218,1ADyzcbCyBQ,韓流紅到大陸！泉州歌手為韓國瑜獻自創曲,108,8802,https://youtu.be/1ADyzcbCyBQ
ctitv,20190218,ywRwwSlQix0,黑白影印2元起消失了　4大超商全漲至3元,95,826,https://youtu.be/ywRwwSlQix0
ctitv,20190218,pPKimy2w3Kc,大進場High翻！　搶握手韓國瑜　擠到侯友宜都跌倒,120,3604,https://youtu.be/pPKimy2w3Kc
ctitv,20190218,ylh2-KKkZ8o,港女來台偷2貓　塞肚「裝孕婦」竟出境得逞,108,1870,https://youtu.be/ylh2-KKkZ8o
ctitv,20190218,_HrLcYgPtUQ,岱托納500大賽　21輛車高速狂撞起火,71,408,https://youtu.be/_HrLcYgPtUQ
ctitv,20190218,TZM-9Mea2uw,李佳芬「加分」效果幫夫運　與韓國瑜「這部分」超合,143,10718,https://youtu.be/TZM-9Mea2uw
ctitv,20190218,4PU6wthobPE,健保系統一度連線異常　患者看診、領藥大塞車,84,638,https://youtu.be/4PU6wthobPE
ctitv,20190218,N00d8v_ajxI,建院94年首點燈　北京故宮邀民眾夜遊紫禁城,92,3570,https://youtu.be/N00d8v_ajxI
ctitv,20190218,RYW360EFHAw,胡歌高冷帥一秒破功　全因噴頭拿反了,106,2477,https://youtu.be/RYW360EFHAw
ctitv,20190218,By87gu8rtGU,太療癒！　108頭綿羊馬路狂奔　提醒「小心超速」,81,3718,https://youtu.be/By87gu8rtGU
ctitv,20190218,NgOqdD_b3nQ,燙青菜要60元！　新竹人大嘆：物價比台北貴,86,3383,https://youtu.be/NgOqdD_b3nQ
ctitv,20190218,ZGLJ4pAFirk,前瞻計畫要重寫　韓國瑜怒嗆蘇揆：什麼意思？,89,55893,https://youtu.be/ZGLJ4pAFirk
ctitv,20190218,4kntwmHSfW4,韓市長愛的虱目魚美食　煎、煮、蒸都美味,87,18492,https://youtu.be/4kntwmHSfW4
ctitv,20190218,H2gA4VmCIqE,被柯飆國罵！　許淑華哭：高雄發展好、首都倒退,93,31165,https://youtu.be/H2gA4VmCIqE
ctitv,20190218,mjfRRsC3ly8,放不下市政！　韓國瑜取消發紅包行程　女兒韓冰代打,96,59721,https://youtu.be/mjfRRsC3ly8
ctitv,20190218,nRGUxWHNyHA,鼎泰豐也搶這味　基隆劍蝦「外銷之光」,147,8377,https://youtu.be/nRGUxWHNyHA
ctitv,20190218,cg_txf6jahE,行車糾紛火大！　惡男擋路「減速逼停」持刀嗆,67,853,https://youtu.be/cg_txf6jahE
ctitv,20190218,2weGaoEdMBQ,彌陀養殖佔600公頃　年產800萬斤虱目魚量驚人,88,31322,https://youtu.be/2weGaoEdMBQ
ctitv,20190218,AYIWhyaOnzE,要兇才乖乖聽話？　網友笑：Siri吃硬不吃軟,92,1010,https://youtu.be/AYIWhyaOnzE
ctitv,20190218,HYeVXmwJbHA,韓國瑜夜宿漁會　房間明亮、彈簧床Q彈好睡,101,102836,https://youtu.be/HYeVXmwJbHA
ctitv,20190218,Uz39mTRsdZg,北捷車廂刊新詩「你看山小」　網友狂酸廢到發笑,91,4591,https://youtu.be/Uz39mTRsdZg
ctitv,20190218,X3az-U4lyZw,「千面人」出沒？怪妹闖自助餐　倒「不明液體」逃離,84,3375,https://youtu.be/X3az-U4lyZw
ctitv,20190218,r4z5RNZAZZU,韓國瑜吃虱目魚　細嚼慢嚥不忘夾給侯友宜,75,45766,https://youtu.be/r4z5RNZAZZU
ctitv,20190218,jTFF3fNYbtI,外籍師醉撞人行道　五警撂英文盤查帶回,96,1671,https://youtu.be/jTFF3fNYbtI
ctitv,20190218,-DwwX3jVYO4,詭！　紅衣男闖廟撒香灰　隔半小時當街自戕,107,1472,https://youtu.be/-DwwX3jVYO4
ctitv,20190218,dxPEMLFhpGc,雙「逼」名車逆向競速　攔車衝突還亮槍,88,2166,https://youtu.be/dxPEMLFhpGc
ctitv,20190218,F3nTFJjoQ20,千億資金南漂！高雄ATM交易增幅　也居六都之冠,120,55602,https://youtu.be/F3nTFJjoQ20
ctitv,20190218,5nl5bgULBzw,大進場high翻！　搶握手韓國瑜　擠到侯友宜都跌倒,114,7686,https://youtu.be/5nl5bgULBzw
ctitv,20190218,oFIT__9_xLE,重砲四批蔡英文　韓國瑜：全台灣都欠高雄人,113,41909,https://youtu.be/oFIT__9_xLE
ctitv,20190218,LGuaYowFrrU,恐怖情人埋伏　大街強擄上車「逼復合」,92,1258,https://youtu.be/LGuaYowFrrU
ctitv,20190218,gbVQs-zxpLI,昔日戰友再碰頭？　3/1見韓？　柯p：幕僚在談,82,7703,https://youtu.be/gbVQs-zxpLI
ctitv,20190218,neEsgFSWR0s,「無雙」老農版？！　自印130萬人民幣想蓋房,87,2219,https://youtu.be/neEsgFSWR0s
ctitv,20190218,p69Fp8XYy1o,桃園燈節水汴頭之夜　胡桃鉗花燈亮相,72,350,https://youtu.be/p69Fp8XYy1o
ctitv,20190218,u77KqPdOYs0,93歲翁駕賓士「誤踩油門」　失控撞進捷運站,78,658,https://youtu.be/u77KqPdOYs0
ctitv,20190218,NXhrdDg6T6Y,玉觀音的秘密！揭兩岸諜戰「這事」　中共高層派員密赴台,163,1672,https://youtu.be/NXhrdDg6T6Y
ctitv,20190218,3Lau-rG0ARk,華裔芭蕾舞者網路暴紅！　廣告代言　紐約逐夢,82,1285,https://youtu.be/3Lau-rG0ARk
ctitv,20190218,SUi0CwRaCHI,怪婦闖便當店　自助餐菜餚倒不明物體逃逸,46,1650,https://youtu.be/SUi0CwRaCHI
ctitv,20190218,Ng_SnNEF5Xc,男酒測1.27爛醉3車連環撞　1歲童無辜枉死,76,779,https://youtu.be/Ng_SnNEF5Xc
ctitv,20190218,quDoU-lz2vs,本週先暖後涼春意濃　北台灣變化大,194,348,https://youtu.be/quDoU-lz2vs
ctitv,20190218,vkpQygkgRoI,見警心虛想逃　煙毒槍砲嫌犯跳窗卡雨遮板,60,462,https://youtu.be/vkpQygkgRoI
ctitv,20190218,Le78_kWrptU,93歲翁駕賓士「誤踩油門」　失控撞進捷運站,61,517,https://youtu.be/Le78_kWrptU
ctitv,20190218,kMqBfKkSor4,林俊傑點名胡彥斌　台上台下一起飆歌,92,400,https://youtu.be/kMqBfKkSor4
ctitv,20190218,38dPM18WMZ8,「低音歌后」也是韓粉　冉肖玲自爆：願當高雄代言人,83,59242,https://youtu.be/38dPM18WMZ8
ctitv,20190218,4WenjuHpmbw,韓國瑜輔選進場全紀錄　粉絲推擠場面陷瘋狂！,126,15680,https://youtu.be/4WenjuHpmbw
ctitv,20190218,cjW27zEr7EA,李佳芬的家鄉味　客家湯圓生意夯,82,12062,https://youtu.be/cjW27zEr7EA
ctitv,20190218,XMyxgGvXTMk,市長韓國瑜化身「調酒師」　將推「港都酒吧文化」,75,8082,https://youtu.be/XMyxgGvXTMk
ctitv,20190218,fH-xpjTtdy0,搶看韓國瑜擠爆！　台南也颳起「韓流」旋風,91,19597,https://youtu.be/fH-xpjTtdy0
ctitv,20190218,brurmaA_0Fc,高雄燈會穿越劇　韓國瑜賞明華園「花燈六百年」,96,14467,https://youtu.be/brurmaA_0Fc
ctitv,20190218,NYEZ1Y9RC6I,秀場驚魂！遭開第一、第二槍的天王巨星　藍寶石逃過一劫,455,1664,https://youtu.be/NYEZ1Y9RC6I
ctitv,20190218,01kZqFVvO-s,最強吸票機！　韓國瑜赴彰輔選為柯呈枋助攻,97,48020,https://youtu.be/01kZqFVvO-s
ctitv,20190218,qDTDGjyoaEE,搶看韓國瑜！　上萬人大爆棚　簇擁韓進場,100,41455,https://youtu.be/qDTDGjyoaEE
ctitv,20190218,-OOMmMADhLc,鮑德溫脫口秀耍寶　週末夜現場又諷川普,66,1428,https://youtu.be/-OOMmMADhLc
ctitv,20190217,ucn1XUx3Bwc,廟贈「雍正」對聯勉勵　暗示韓國瑜當總統！？,109,40731,https://youtu.be/ucn1XUx3Bwc
ctitv,20190217,IR4Zuyk68aI,爭取高雄辦職棒明星賽　韓國瑜曾言「願翻跟斗」,118,35798,https://youtu.be/IR4Zuyk68aI
ctitv,20190217,suLi6NWYkJU,2/23合體前！　鄭世維帶韓國瑜立牌上節目,101,66907,https://youtu.be/suLi6NWYkJU
ctitv,20190217,H5POuDJxsyo,謝龍介造勢大會　韓國瑜人氣壓全場,106,139312,https://youtu.be/H5POuDJxsyo
ctitv,20190217,BUKPZkvI4Zg,本土樂團酸韓國瑜　吳宗憲：給祝福不要詛咒,110,99955,https://youtu.be/BUKPZkvI4Zg
ctitv,20190217,oGmaHK_USMI,民生社區也現退租潮！7百公尺6店面待租,104,14843,https://youtu.be/oGmaHK_USMI
ctitv,20190217,UF09opcRKFg,幫柯滅火！　學姊讚「攤販」　助燈節攬人氣,99,9747,https://youtu.be/UF09opcRKFg
ctitv,20190217,PVOBa6W398Q,台北燈會攤商生意不如預期　攤商：羨慕高雄發大財,83,45202,https://youtu.be/PVOBa6W398Q
ctitv,20190217,J_l0JjywG8o,四大基層天王　致力於為農漁民發聲,88,56696,https://youtu.be/J_l0JjywG8o
ctitv,20190217,_b0lLhBcnXg,謝龍介弟曝光！　南下助選直呼「想見韓國瑜」,86,67697,https://youtu.be/_b0lLhBcnXg
ctitv,20190217,bBxNWnYqP0U,神力女超人超吸粉　許淑華握手合照如明星,85,47425,https://youtu.be/bBxNWnYqP0U
ctitv,20190217,hDn9dpFCNrc,主播陳諺瑩直擊！　謝龍介造勢　「國瑜夜市」賺翻,103,75819,https://youtu.be/hDn9dpFCNrc
ctitv,20190217,EKy2pWW8qFY,禿子合體探子煮魚　虧謝龍介煎魚太粗暴,101,39776,https://youtu.be/EKy2pWW8qFY
ctitv,20190217,Skdr1kuKgqg,搶看韓國瑜擠爆！　台南也颳起「韓流」旋風,100,121672,https://youtu.be/Skdr1kuKgqg
ctitv,20190217,QByxJ9l6XTY,禿子、燕子、漢子+謝龍介　韓登台全場喊「總統好」,117,101381,https://youtu.be/QByxJ9l6XTY
ctitv,20190217,Dc4cJLQX_Sg,不要停路中間！　騎士熱心「勸離」挨揍提告,99,3392,https://youtu.be/Dc4cJLQX_Sg
ctitv,20190217,hrVjHfZ2mo0,「日版保時捷」跑北宜　失控撞爆民宅柱,86,1461,https://youtu.be/hrVjHfZ2mo0
ctitv,20190217,2fg3JyE4hBE,塑膠椅、馬桶蓋當道具　「偽搭機」照正夯！,67,1530,https://youtu.be/2fg3JyE4hBE
ctitv,20190217,Ux26aruoIfw,韓國瑜久咳不癒　水喝過量反積痰,76,6571,https://youtu.be/Ux26aruoIfw
ctitv,20190217,_zAGfrF64uQ,"幫藍復仇選總統？　韓：To be or not to be",113,35573,https://youtu.be/_zAGfrF64uQ
ctitv,20190217,U3iL2kZCh70,就職近3月韓流續燒！　「非官方」紀念酒漲到4千元,80,6373,https://youtu.be/U3iL2kZCh70
ctitv,20190217,KXoDvDrL7Dk,熱血少年即刻CPR　死神手中救回休克男,99,5164,https://youtu.be/KXoDvDrL7Dk
ctitv,20190217,7rOVPYrTbLw,台灣之光！雨人畫家李柏毅　各國爭邀展覽,105,2039,https://youtu.be/7rOVPYrTbLw
ctitv,20190217,H_PtzoYsl_0,不滿丈夫搞曖昧　妻縱火燒屋嗆夫,70,648,https://youtu.be/H_PtzoYsl_0
ctitv,20190217,1_7zB4jS6LI,嬤抱1歲孫過馬路　遭轎車高速撞飛倒地,93,547,https://youtu.be/1_7zB4jS6LI
ctitv,20190217,uF_UHVp0N_o,主播陳諺瑩直擊！　國瑜夜市前進謝龍介造勢場,92,85646,https://youtu.be/uF_UHVp0N_o
ctitv,20190217,qFnVxx2KI8Q,謝龍介造勢場吸睛　禿子燕子漢子再合體！,88,91117,https://youtu.be/qFnVxx2KI8Q
ctitv,20190217,D8Pkl_xFC7w,彰立委補選開戰！　「女超人」許淑華替柯呈枋站台,84,113033,https://youtu.be/D8Pkl_xFC7w
ctitv,20190217,f6dF4Z3l7kY,謝霆鋒重現電影橋段　周董調侃：你喊「王菲」嗎,98,1823,https://youtu.be/f6dF4Z3l7kY
ctitv,20190217,bmZNRAzvXIk,10童大街閒晃無人顧　家長稱「自主訓練」,94,4531,https://youtu.be/bmZNRAzvXIk
ctitv,20190217,Oq4va05tmL0,挺韓槓中央？　盧秀燕突取消與陳明通會面,91,101843,https://youtu.be/Oq4va05tmL0
ctitv,20190217,jp7osjpqSA8,「皮先下不沾鍋」　虱目魚煎金黃色再起鍋,87,2921,https://youtu.be/jp7osjpqSA8
ctitv,20190217,tmA4fCX6m_I,韓讓貨賣出去+大陸市場最給力　打趴新南向,85,33527,https://youtu.be/tmA4fCX6m_I
ctitv,20190217,7SMdhblAHww,韓3問「兩岸論述」　蔡蘇嗆韓卻不正面回答,120,16254,https://youtu.be/7SMdhblAHww
ctitv,20190217,5oRvVuh1WPQ,張琍敏揭密！選前助選未上台　韓感念邀代言,101,51544,https://youtu.be/5oRvVuh1WPQ
ctitv,20190217,12ozbOs_Vzs,辦學辛苦全寫「臉」上　蘋果臉李佳芬一度「臉尖尖」,88,8268,https://youtu.be/12ozbOs_Vzs
ctitv,20190217,PRClNPfmsxQ,砰！天降「少年」　停等紅燈轎車保他一命,101,2787,https://youtu.be/PRClNPfmsxQ
ctitv,20190217,En3-KT7A-PA,韓國瑜嚴懲性騷擾　色課長遭拔官月薪少7千,100,33787,https://youtu.be/En3-KT7A-PA
ctitv,20190217,NixNmpBMtUU,"To be,or not to be！　韓遭解讀「有意選2020」",88,11104,https://youtu.be/NixNmpBMtUU
ctitv,20190217,vRlxV7-2vL4,警匪追逐！　熱心騎士載警「神助攻」驚險逮嫌,89,1796,https://youtu.be/vRlxV7-2vL4
ctitv,20190217,CruIfilDWSI,不怕寫作業！抄寫神器仿筆跡　一台2千有找,94,3279,https://youtu.be/CruIfilDWSI
ctitv,20190217,Ud0j57RoMR0,驚悚對撞！　休旅車車頂削半　駕駛休克送醫,68,451,https://youtu.be/Ud0j57RoMR0
ctitv,20190217,eP-iaIqPkZ0,萬人搶春牛！　台南聖母廟迎春湧人潮,73,2132,https://youtu.be/eP-iaIqPkZ0
ctitv,20190217,xf-VibBq1l4,大夜班驚魂　蒙面盜持刀行搶超商劃傷店員,76,535,https://youtu.be/xf-VibBq1l4
ctitv,20190217,PoBnTeBhP7Q,【氣象】週末新竹以北偏涼　基隆14.0度　新屋14.5度,159,1468,https://youtu.be/PoBnTeBhP7Q
ctitv,20190217,Fpgh_-XT3e0,大甲媽首度遶境台北　百輛小黃鑽轎腳,68,1193,https://youtu.be/Fpgh_-XT3e0
ctitv,20190217,ZcUetAFBhWk,戀童又制服控!強拉女童猥褻　22歲惡狼遭收押,85,573,https://youtu.be/ZcUetAFBhWk
ctitv,20190217,pXxfG8cjISY,北京「相親」單身派對　現場2/3台青盼脫單,96,3042,https://youtu.be/pXxfG8cjISY
ctitv,20190217,iF6RYlz9KoA,林俊傑3D虛擬雙胞胎同台　科技秀台北獨享,88,340,https://youtu.be/iF6RYlz9KoA
ctitv,20190217,DCES1MdMnb0,平溪天燈節登場　3首長跨越藍綠同台,99,4620,https://youtu.be/DCES1MdMnb0
ctitv,20190217,mR7H-Rz6_mM,台中燈會熱鬧展開　主燈「飛天豬」亮眼討喜,86,11802,https://youtu.be/mR7H-Rz6_mM
ctitv,20190217,UZcdSl_RsPE,蔡連日打韓　為了壓制柯、狠甩藍四顆太陽？,87,3232,https://youtu.be/UZcdSl_RsPE
ctitv,20190217,oURjaOLaKps,台北燈節熱鬧點燈！主燈「百變豬寶」超吸睛,80,440,https://youtu.be/oURjaOLaKps
ctitv,20190217,CPpGD2BzCP4,韓國瑜同台熊本熊　近20萬人湧進愛河燈會,94,9852,https://youtu.be/CPpGD2BzCP4
ctitv,20190217,QnfVoOqYgBc,9公尺高「財神豬」　綻放上海豫園燈會慶元宵,391,3814,https://youtu.be/QnfVoOqYgBc
ctitv,20190217,ytjOZ9N7WIM,當韓國瑜最強後盾！　韓粉攤商「熱食」免費送,65,29935,https://youtu.be/ytjOZ9N7WIM
